#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1403715348212142848,0.545461,-0.161487,1.65738,0.0480826,-0.815208,-0.00905935,-0.577097,0.103536,0.440552,0.0557501,-0.0020756,0.0211109,0.0767622,-0.0243719,0.170179,0.0450098
1403715348262142976,0.550598,-0.140373,1.66014,0.0557335,-0.816574,-0.0223255,-0.57411,0.101872,0.403197,0.04795,-0.00207636,0.0211097,0.0767601,-0.0219742,0.169281,0.0461488
1403715348312143104,0.55563,-0.121193,1.66261,0.0623997,-0.817343,-0.0355043,-0.571661,0.101727,0.369085,0.0433883,-0.00207713,0.0211086,0.0767579,-0.0195547,0.168203,0.0474049
1403715348362142976,0.560757,-0.103626,1.66351,0.0691812,-0.818421,-0.0469437,-0.568505,0.108083,0.335659,0.00358732,-0.0020779,0.0211075,0.0767556,-0.017172,0.166976,0.0487239
1403715348412143104,0.566206,-0.0877943,1.66297,0.0736639,-0.819255,-0.0573507,-0.565779,0.108624,0.298758,-0.0344081,-0.00207866,0.0211064,0.0767533,-0.0148906,0.165627,0.0500487
1403715348462142976,0.571753,-0.0737712,1.6597,0.0781966,-0.82053,-0.0651338,-0.562471,0.114893,0.262354,-0.0928992,-0.00207942,0.0211052,0.0767508,-0.0127912,0.164166,0.0513146
1403715348512142848,0.577678,-0.0612791,1.65329,0.0810809,-0.821155,-0.0719437,-0.560317,0.12321,0.237696,-0.160493,-0.00208016,0.0211041,0.0767483,-0.0109511,0.162604,0.0524712
1403715348562142976,0.584422,-0.0498654,1.64385,0.0840858,-0.821355,-0.0766042,-0.558961,0.149337,0.216294,-0.21032,-0.00208085,0.0211029,0.0767457,-0.0094274,0.160935,0.0534859
1403715348612143104,0.592347,-0.0396125,1.6321,0.0876812,-0.820217,-0.0796003,-0.55966,0.164498,0.194834,-0.261113,-0.0020815,0.0211017,0.076743,-0.00825125,0.15915,0.0543394
1403715348662142976,0.600442,-0.0305842,1.61768,0.0929092,-0.818546,-0.0801341,-0.561186,0.161845,0.161156,-0.315617,-0.00208209,0.0211005,0.0767404,-0.00744219,0.157254,0.0550329
1403715348712142848,0.609078,-0.0232493,1.60122,0.097293,-0.817184,-0.0805243,-0.56237,0.188416,0.134168,-0.337086,-0.00208262,0.0210993,0.0767377,-0.00699683,0.155275,0.0555864
1403715348762142976,0.618757,-0.0174289,1.5838,0.101474,-0.816695,-0.0809289,-0.562284,0.200182,0.102691,-0.346659,-0.00208309,0.0210981,0.0767351,-0.00689075,0.153258,0.0560404
1403715348812143104,0.628827,-0.0130057,1.5665,0.104957,-0.815823,-0.0829076,-0.562622,0.204577,0.0745749,-0.340012,-0.00208351,0.0210968,0.0767325,-0.00708505,0.151248,0.0564322
1403715348862142976,0.639287,-0.010104,1.54976,0.108638,-0.81439,-0.0860909,-0.56352,0.212926,0.0356321,-0.331465,-0.00208387,0.0210955,0.0767299,-0.00753306,0.149279,0.05678
1403715348912143104,0.649823,-0.00925733,1.53349,0.11182,-0.813432,-0.089333,-0.563777,0.213835,-0.00418193,-0.318105,-0.00208418,0.0210941,0.0767273,-0.00818505,0.14738,0.0571145
1403715348962142976,0.660484,-0.0103396,1.51793,0.114291,-0.813104,-0.092807,-0.563192,0.212787,-0.0425193,-0.306679,-0.00208443,0.0210927,0.0767248,-0.00899917,0.145565,0.0574712
1403715349012142848,0.671734,-0.0132662,1.50329,0.115015,-0.811827,-0.0971462,-0.564155,0.232668,-0.0786487,-0.283115,-0.00208463,0.0210913,0.0767223,-0.00993546,0.143846,0.057888
1403715349062142976,0.683551,-0.0178362,1.48897,0.115068,-0.810664,-0.101566,-0.565037,0.239096,-0.103601,-0.281228,-0.00208478,0.0210898,0.0767199,-0.0109707,0.142233,0.0583849
1403715349112143104,0.695626,-0.0238313,1.47537,0.114023,-0.809001,-0.107603,-0.566513,0.240681,-0.132372,-0.26517,-0.00208488,0.0210883,0.0767175,-0.0120785,0.140746,0.0589765
1403715349162142976,0.707452,-0.0312953,1.46215,0.114554,-0.807234,-0.112649,-0.567945,0.238777,-0.164188,-0.262124,-0.00208493,0.0210867,0.0767152,-0.0132184,0.139405,0.059686
1403715349212142848,0.719467,-0.0400426,1.44952,0.114875,-0.804981,-0.117511,-0.570088,0.240068,-0.186162,-0.251651,-0.00208493,0.0210852,0.0767128,-0.0143572,0.138215,0.0605106
1403715349262142976,0.731313,-0.0499067,1.43726,0.116199,-0.802884,-0.121327,-0.571975,0.232337,-0.211468,-0.235821,-0.00208489,0.0210836,0.0767105,-0.0154704,0.137174,0.0614204
1403715349312143104,0.742891,-0.0611194,1.42576,0.118662,-0.800434,-0.12352,-0.574428,0.23194,-0.23586,-0.227266,-0.00208483,0.021082,0.0767082,-0.0165441,0.136269,0.0623952
1403715349362142976,0.754216,-0.0736059,1.41417,0.118861,-0.798814,-0.126798,-0.575926,0.219666,-0.259776,-0.229724,-0.00208475,0.0210803,0.076706,-0.0175841,0.135494,0.0634115
1403715349412143104,0.764877,-0.0873444,1.40253,0.117784,-0.796785,-0.129912,-0.578259,0.207769,-0.290818,-0.239982,-0.00208466,0.0210787,0.0767037,-0.0185867,0.134865,0.0644545
1403715349462142976,0.774842,-0.102266,1.39045,0.115989,-0.795871,-0.132355,-0.579326,0.191649,-0.305798,-0.240766,-0.00208454,0.021077,0.0767015,-0.019536,0.134408,0.0655253
1403715349512142848,0.784052,-0.117776,1.37844,0.113419,-0.795008,-0.134839,-0.580445,0.17597,-0.31298,-0.249886,-0.00208442,0.0210753,0.0766993,-0.0204266,0.134139,0.066605
1403715349562142976,0.792334,-0.133709,1.36551,0.111474,-0.795662,-0.137936,-0.579197,0.155954,-0.320778,-0.26231,-0.00208431,0.0210737,0.0766971,-0.021265,0.134053,0.0676702
1403715349612143104,0.79949,-0.14986,1.35244,0.111055,-0.796134,-0.14174,-0.577709,0.128623,-0.326404,-0.263053,-0.00208421,0.021072,0.0766949,-0.0220599,0.134135,0.0687044
1403715349662142976,0.805548,-0.166149,1.3395,0.112588,-0.796543,-0.145654,-0.575871,0.109946,-0.323816,-0.26558,-0.00208413,0.0210703,0.0766928,-0.022821,0.134352,0.0696755
1403715349712142848,0.810486,-0.182323,1.32661,0.115871,-0.797308,-0.150123,-0.573007,0.0941856,-0.323322,-0.250491,-0.00208406,0.0210687,0.0766907,-0.0235506,0.13468,0.0705618
1403715349762142976,0.814753,-0.198445,1.31477,0.120366,-0.797379,-0.155375,-0.570577,0.0767106,-0.322717,-0.227057,-0.00208399,0.021067,0.0766885,-0.0242459,0.135109,0.0713354
1403715349812143104,0.818221,-0.214545,1.30369,0.127147,-0.797677,-0.160408,-0.567287,0.0620089,-0.322723,-0.217911,-0.00208391,0.0210653,0.0766865,-0.0248891,0.135611,0.0719634
1403715349862142976,0.821156,-0.230582,1.29329,0.134131,-0.79698,-0.166421,-0.564922,0.0579755,-0.31985,-0.191893,-0.00208383,0.0210637,0.0766844,-0.0254766,0.136142,0.0724258
1403715349912143104,0.823911,-0.246645,1.28351,0.140117,-0.795589,-0.174172,-0.56309,0.0482596,-0.321981,-0.19138,-0.00208372,0.021062,0.0766824,-0.0260131,0.136653,0.0727338
1403715349962142976,0.826119,-0.26284,1.27412,0.146542,-0.794197,-0.182396,-0.56081,0.0405519,-0.327835,-0.178088,-0.00208359,0.0210603,0.0766804,-0.0265005,0.137099,0.0729083
1403715350012142848,0.828032,-0.279752,1.26487,0.151257,-0.792732,-0.191295,-0.558662,0.0389996,-0.34875,-0.186876,-0.00208343,0.0210586,0.0766784,-0.0269525,0.137432,0.0729542
1403715350062142976,0.829793,-0.297356,1.25593,0.154812,-0.791088,-0.199365,-0.557195,0.0316164,-0.355775,-0.178422,-0.00208323,0.021057,0.0766765,-0.0273873,0.137619,0.0728711
1403715350112143104,0.83116,-0.315569,1.24606,0.155965,-0.791829,-0.207479,-0.552841,0.0236877,-0.370802,-0.208741,-0.00208297,0.0210554,0.0766746,-0.0278227,0.137649,0.0726727
1403715350162142976,0.832551,-0.33418,1.23593,0.157887,-0.793013,-0.213359,-0.548342,0.034867,-0.373877,-0.200321,-0.00208265,0.0210537,0.0766727,-0.0282723,0.13753,0.0723708
1403715350212142848,0.834569,-0.353031,1.22612,0.157523,-0.794211,-0.219231,-0.544384,0.0454451,-0.382651,-0.198139,-0.00208224,0.0210522,0.0766709,-0.0287356,0.137295,0.0719933
1403715350262142976,0.836923,-0.372137,1.21599,0.154684,-0.796673,-0.225492,-0.539016,0.0529072,-0.377767,-0.203816,-0.00208174,0.0210506,0.0766692,-0.0291947,0.136995,0.0715732
1403715350312143104,0.839927,-0.390805,1.20591,0.151177,-0.798536,-0.230999,-0.534907,0.0653538,-0.369091,-0.206064,-0.00208115,0.0210491,0.0766676,-0.0296188,0.136692,0.0711557
1403715350362142976,0.843518,-0.408835,1.19569,0.147882,-0.80047,-0.235053,-0.531158,0.080392,-0.351946,-0.19915,-0.00208046,0.0210475,0.076666,-0.029986,0.136441,0.0707721
1403715350412143104,0.847879,-0.425738,1.18577,0.143235,-0.801693,-0.239083,-0.528783,0.094295,-0.322327,-0.198044,-0.00207969,0.021046,0.0766644,-0.0302858,0.136283,0.0704276
1403715350462142976,0.852949,-0.441008,1.1759,0.138914,-0.802521,-0.242181,-0.527268,0.10619,-0.285996,-0.202182,-0.00207885,0.0210445,0.0766629,-0.0305152,0.136263,0.0701047
1403715350512142848,0.85872,-0.454281,1.16624,0.134896,-0.802674,-0.244472,-0.52702,0.124074,-0.245784,-0.188637,-0.00207796,0.0210429,0.0766613,-0.0306846,0.136405,0.0697756
1403715350562142976,0.86527,-0.465467,1.15666,0.132139,-0.803135,-0.245464,-0.526555,0.140418,-0.200599,-0.189245,-0.00207701,0.0210414,0.0766597,-0.0308066,0.136704,0.0694259
1403715350612143104,0.872616,-0.474146,1.14736,0.131483,-0.803383,-0.244488,-0.526796,0.152907,-0.149459,-0.180934,-0.00207602,0.0210397,0.0766581,-0.0308856,0.137119,0.0690392
1403715350662142976,0.880613,-0.48042,1.13848,0.132255,-0.803719,-0.242613,-0.526957,0.166278,-0.0958432,-0.170526,-0.00207499,0.0210381,0.0766564,-0.0309278,0.137583,0.0686078
1403715350712142848,0.889224,-0.48438,1.12987,0.13459,-0.804022,-0.239797,-0.527193,0.17995,-0.059702,-0.167753,-0.00207394,0.0210363,0.0766548,-0.0309565,0.138023,0.0681353
1403715350762142976,0.898669,-0.486313,1.12165,0.137055,-0.80441,-0.237091,-0.527189,0.199911,-0.0203933,-0.156568,-0.00207288,0.0210346,0.0766531,-0.0310037,0.138372,0.0676163
1403715350812143104,0.909049,-0.486299,1.11417,0.139203,-0.803946,-0.23524,-0.528163,0.219973,0.0208275,-0.141045,-0.0020718,0.0210327,0.0766513,-0.0310821,0.138575,0.0670652
1403715350862142976,0.92033,-0.484764,1.10752,0.138925,-0.802407,-0.235377,-0.53051,0.232584,0.0421559,-0.124119,-0.00207072,0.0210309,0.0766496,-0.031197,0.138605,0.066514
1403715350912143104,0.932175,-0.481599,1.10149,0.137112,-0.800781,-0.237009,-0.532707,0.236055,0.079384,-0.116592,-0.00206963,0.021029,0.0766479,-0.0313531,0.138462,0.0660057
1403715350962142976,0.944443,-0.47675,1.09609,0.135642,-0.79886,-0.238386,-0.535346,0.250044,0.114099,-0.104653,-0.00206854,0.0210271,0.0766462,-0.031544,0.13817,0.0655945
1403715351012142848,0.956904,-0.470171,1.09101,0.134783,-0.797788,-0.239593,-0.536622,0.248317,0.147979,-0.104737,-0.00206745,0.0210252,0.0766446,-0.0317627,0.137757,0.0653117
1403715351062142976,0.969314,-0.461551,1.08648,0.134529,-0.797253,-0.240673,-0.536997,0.247359,0.194378,-0.0825205,-0.00206636,0.0210232,0.0766429,-0.0319976,0.137235,0.0651747
1403715351112143104,0.981737,-0.450857,1.08297,0.134301,-0.796652,-0.241229,-0.537696,0.250168,0.231951,-0.0644614,-0.00206528,0.0210213,0.0766412,-0.0322419,0.136607,0.0651798
1403715351162142976,0.994097,-0.438131,1.07987,0.136069,-0.796888,-0.240639,-0.537167,0.246684,0.275601,-0.060472,-0.00206422,0.0210194,0.0766395,-0.0324888,0.135895,0.0653279
1403715351212142848,1.00659,-0.423717,1.07699,0.137959,-0.79734,-0.240187,-0.536216,0.252501,0.304143,-0.053912,-0.00206315,0.0210174,0.0766379,-0.0327155,0.135134,0.0656347
1403715351262142976,1.0193,-0.407641,1.07464,0.139224,-0.797532,-0.240001,-0.535686,0.256412,0.341114,-0.036571,-0.00206209,0.0210155,0.0766362,-0.0328835,0.134345,0.0661063
1403715351312143104,1.03234,-0.389579,1.0736,0.142502,-0.795476,-0.238485,-0.538549,0.263509,0.375494,-0.0163268,-0.00206102,0.0210136,0.0766345,-0.0329483,0.133552,0.0667256
1403715351362142976,1.04544,-0.370195,1.07285,0.143931,-0.793468,-0.237841,-0.54141,0.261371,0.400737,-0.0105752,-0.00205995,0.0210117,0.0766328,-0.0328628,0.132762,0.0674702
1403715351412143104,1.05836,-0.349601,1.07249,0.14586,-0.791279,-0.236659,-0.544605,0.257284,0.421356,-0.005647,-0.00205889,0.0210099,0.0766311,-0.0325808,0.131996,0.0683386
1403715351462142976,1.07114,-0.327988,1.07249,0.145867,-0.789464,-0.23652,-0.547291,0.253531,0.443044,0.00153306,-0.00205786,0.021008,0.0766293,-0.0320811,0.131291,0.0693376
1403715351512142848,1.08348,-0.305342,1.0727,0.14573,-0.788161,-0.236211,-0.549336,0.241952,0.46298,0.0123675,-0.00205687,0.0210062,0.0766276,-0.0313665,0.130676,0.0704572
1403715351562142976,1.09539,-0.281628,1.07406,0.146156,-0.785004,-0.235478,-0.554038,0.230599,0.482536,0.0367053,-0.00205594,0.0210044,0.0766258,-0.0304503,0.13016,0.071662
1403715351612143104,1.10648,-0.257038,1.07642,0.146555,-0.780329,-0.23465,-0.560845,0.212895,0.499759,0.0480731,-0.00205507,0.0210027,0.0766239,-0.0293586,0.129726,0.0729021
1403715351662142976,1.11631,-0.231538,1.07837,0.146945,-0.777855,-0.234947,-0.564047,0.184826,0.522189,0.0368431,-0.00205427,0.021001,0.076622,-0.0281342,0.129367,0.0741264
1403715351712142848,1.12487,-0.204943,1.08036,0.147205,-0.777028,-0.236882,-0.56431,0.156854,0.538308,0.0445279,-0.00205356,0.0209993,0.07662,-0.0268213,0.129084,0.0753023
1403715351762142976,1.13195,-0.17734,1.08257,0.148593,-0.777359,-0.239702,-0.562295,0.129406,0.568334,0.0489205,-0.00205294,0.0209977,0.076618,-0.0254765,0.128871,0.0763959
1403715351812143104,1.13758,-0.148633,1.08512,0.15335,-0.77744,-0.242207,-0.559828,0.0964786,0.583169,0.0511151,-0.00205241,0.0209962,0.076616,-0.0241631,0.128707,0.0773615
1403715351862142976,1.14203,-0.118981,1.088,0.159658,-0.777761,-0.245255,-0.55628,0.0755841,0.601651,0.0579886,-0.00205198,0.0209946,0.0766139,-0.0229413,0.128576,0.0781757
1403715351912143104,1.14543,-0.0887031,1.09077,0.166518,-0.777479,-0.249209,-0.552896,0.061731,0.612195,0.0553536,-0.00205163,0.0209931,0.0766117,-0.0218867,0.128449,0.0788368
1403715351962142976,1.14828,-0.0577902,1.09379,0.175185,-0.777406,-0.252942,-0.548608,0.0558985,0.62754,0.0718095,-0.00205136,0.0209916,0.0766095,-0.0210629,0.128298,0.0793658
1403715352012142848,1.15049,-0.0266109,1.09778,0.183624,-0.776663,-0.257831,-0.544609,0.0360846,0.619416,0.0903602,-0.00205113,0.0209901,0.0766072,-0.0205064,0.128094,0.079804
1403715352062142976,1.15222,0.00444555,1.10242,0.191648,-0.775818,-0.263285,-0.540424,0.0337769,0.621198,0.109081,-0.00205093,0.0209885,0.076605,-0.020225,0.127815,0.0802046
1403715352112143104,1.15408,0.0352871,1.10841,0.197212,-0.774487,-0.269369,-0.537325,0.0352126,0.613739,0.120215,-0.00205074,0.020987,0.0766027,-0.0201974,0.127435,0.0806091
1403715352162142976,1.15579,0.0658105,1.1145,0.203661,-0.773163,-0.273706,-0.534626,0.0322209,0.607947,0.115959,-0.00205053,0.0209855,0.0766004,-0.0203864,0.126938,0.0810505
1403715352212142848,1.1575,0.0958297,1.12062,0.209723,-0.771856,-0.276863,-0.532543,0.0376974,0.594298,0.121042,-0.00205032,0.0209839,0.076598,-0.0207495,0.126308,0.0815296
1403715352262142976,1.15951,0.125231,1.1265,0.213247,-0.771295,-0.280208,-0.530201,0.0469936,0.582105,0.117392,-0.0020501,0.0209824,0.0765957,-0.0212494,0.125539,0.0820128
1403715352312143104,1.16205,0.154291,1.1318,0.215788,-0.771402,-0.283345,-0.527343,0.0561009,0.578691,0.0998243,-0.00204986,0.020981,0.0765932,-0.0218421,0.124626,0.0824349
1403715352362142976,1.16514,0.182795,1.13682,0.218022,-0.771042,-0.285646,-0.525707,0.0682198,0.566581,0.096488,-0.0020496,0.0209795,0.0765908,-0.0224853,0.123582,0.0827308
1403715352412143104,1.16862,0.210683,1.14099,0.223135,-0.771308,-0.284866,-0.523589,0.0712744,0.548522,0.0812784,-0.00204934,0.0209781,0.0765883,-0.0231593,0.122424,0.0828541
1403715352462142976,1.17245,0.237836,1.14452,0.231157,-0.772163,-0.281426,-0.520701,0.0852056,0.534322,0.0664337,-0.00204906,0.0209767,0.0765859,-0.0238464,0.121175,0.0827844
1403715352512142848,1.17737,0.264202,1.14797,0.238057,-0.772006,-0.278387,-0.519458,0.110379,0.517672,0.0689147,-0.00204877,0.0209753,0.0765835,-0.0245315,0.119871,0.082529
1403715352562142976,1.18344,0.289382,1.15109,0.240511,-0.771004,-0.278363,-0.519828,0.133548,0.489697,0.0615196,-0.00204847,0.020974,0.0765812,-0.0251942,0.118562,0.0821274
1403715352612143104,1.19081,0.313278,1.15401,0.238081,-0.768957,-0.281384,-0.522347,0.156815,0.464648,0.0497811,-0.00204816,0.0209726,0.076579,-0.0258193,0.117303,0.0816463
1403715352662142976,1.19896,0.33597,1.15614,0.235273,-0.767286,-0.284493,-0.524388,0.17012,0.445004,0.0378691,-0.00204785,0.0209712,0.0765768,-0.0264049,0.116137,0.0811468
1403715352712142848,1.20799,0.357805,1.15838,0.233234,-0.764939,-0.286454,-0.527649,0.186371,0.426323,0.0409144,-0.00204754,0.0209698,0.0765747,-0.026949,0.115095,0.0806716
1403715352762142976,1.21735,0.378719,1.16044,0.229906,-0.762011,-0.289186,-0.53184,0.187862,0.407687,0.0343286,-0.00204724,0.0209684,0.0765725,-0.0274577,0.114184,0.0802439
1403715352812143104,1.22669,0.398637,1.16226,0.228296,-0.75901,-0.290644,-0.536014,0.184562,0.386552,0.0395371,-0.00204696,0.020967,0.0765704,-0.0279489,0.113391,0.0798647
1403715352862142976,1.23584,0.417706,1.16365,0.226425,-0.756753,-0.29237,-0.539051,0.179278,0.372593,0.0248595,-0.00204671,0.0209656,0.0765682,-0.0284518,0.112688,0.0795192
1403715352912143104,1.24458,0.435893,1.16496,0.223849,-0.755513,-0.294271,-0.54083,0.166572,0.351859,0.0226696,-0.00204647,0.0209642,0.076566,-0.0289869,0.112067,0.0791995
1403715352962142976,1.2525,0.453203,1.16626,0.22482,-0.754818,-0.29386,-0.541619,0.147542,0.337794,0.0252089,-0.00204625,0.0209629,0.0765638,-0.0295605,0.111543,0.0789021
1403715353012142848,1.25979,0.469837,1.16767,0.227435,-0.75474,-0.292367,-0.541445,0.139736,0.324551,0.0248409,-0.00204603,0.0209615,0.0765616,-0.030157,0.111127,0.078613
1403715353062142976,1.26666,0.48556,1.1695,0.227906,-0.754678,-0.292473,-0.541276,0.132844,0.305385,0.0382524,-0.00204583,0.0209602,0.0765594,-0.0307543,0.110817,0.0783303
1403715353112143104,1.27305,0.500436,1.17215,0.227203,-0.75485,-0.293816,-0.540604,0.123188,0.288881,0.0699865,-0.00204562,0.0209589,0.0765572,-0.0313158,0.1106,0.078044
1403715353162142976,1.27902,0.514361,1.17657,0.22652,-0.755346,-0.295388,-0.539339,0.117325,0.269736,0.115595,-0.00204542,0.0209576,0.076555,-0.0317998,0.110451,0.0777603
1403715353212142848,1.28443,0.527438,1.18367,0.226068,-0.755374,-0.296834,-0.538696,0.100937,0.254743,0.175817,-0.00204523,0.0209563,0.0765527,-0.0321667,0.110329,0.0774761
1403715353262142976,1.28924,0.5397,1.19381,0.226417,-0.755188,-0.298191,-0.53806,0.0895916,0.234293,0.226163,-0.00204505,0.020955,0.0765503,-0.0323833,0.110185,0.0771748
1403715353312143104,1.29347,0.55112,1.20672,0.226875,-0.755424,-0.299454,-0.536834,0.0817658,0.222035,0.282964,-0.00204488,0.0209537,0.076548,-0.0324363,0.109977,0.0768258
1403715353362142976,1.29723,0.561879,1.22074,0.227122,-0.755699,-0.301231,-0.535345,0.0709223,0.208499,0.272922,-0.00204473,0.0209524,0.0765456,-0.0323351,0.109676,0.0764121
1403715353412143104,1.30075,0.572202,1.23344,0.22627,-0.755417,-0.30411,-0.534476,0.0693162,0.206248,0.230041,-0.0020446,0.0209512,0.0765432,-0.0320972,0.10928,0.0759364
1403715353462142976,1.30405,0.582493,1.24336,0.226104,-0.754687,-0.306471,-0.534228,0.0631124,0.206718,0.162049,-0.00204448,0.02095,0.0765408,-0.0317424,0.108807,0.0754307
1403715353512142848,1.30714,0.592489,1.24966,0.22601,-0.754541,-0.308479,-0.533318,0.0599726,0.191526,0.0876132,-0.00204438,0.0209489,0.0765384,-0.0313048,0.108284,0.0749491
1403715353562142976,1.30991,0.601921,1.25214,0.225454,-0.754222,-0.310537,-0.53281,0.0512764,0.18681,0.00925431,-0.0020443,0.0209477,0.0765361,-0.030829,0.107719,0.0745302
1403715353612143104,1.31223,0.611094,1.25086,0.226128,-0.753941,-0.312003,-0.532066,0.0433313,0.176184,-0.0523177,-0.00204424,0.0209466,0.0765338,-0.0303656,0.107111,0.0741904
1403715353662142976,1.31431,0.619915,1.24693,0.225625,-0.752998,-0.314184,-0.532331,0.0373551,0.173239,-0.101623,-0.00204419,0.0209456,0.0765315,-0.0299615,0.106467,0.0739496
1403715353712142848,1.31599,0.628449,1.2413,0.225296,-0.752196,-0.316023,-0.532515,0.0300701,0.172487,-0.117695,-0.00204417,0.0209445,0.0765291,-0.0296604,0.105788,0.0738121
1403715353762142976,1.31715,0.63682,1.23478,0.225411,-0.751334,-0.317764,-0.532647,0.0183352,0.168693,-0.13231,-0.00204415,0.0209435,0.0765268,-0.0294847,0.105086,0.0737859
1403715353812143104,1.31776,0.645418,1.22769,0.225195,-0.750099,-0.319671,-0.533338,0.00780599,0.173987,-0.148403,-0.00204414,0.0209426,0.0765246,-0.0294341,0.10439,0.0738852
1403715353862142976,1.31783,0.654079,1.21995,0.225727,-0.749536,-0.320733,-0.533267,-0.0042055,0.176,-0.158846,-0.00204412,0.0209417,0.0765224,-0.0294811,0.103716,0.0741309
1403715353912143104,1.31738,0.662781,1.21197,0.226622,-0.748524,-0.321709,-0.53372,-0.0139639,0.172828,-0.164779,-0.00204407,0.0209408,0.0765201,-0.0295676,0.103064,0.074533
1403715353962142976,1.31624,0.671356,1.2032,0.227142,-0.748511,-0.322684,-0.532928,-0.0282336,0.169077,-0.183189,-0.00204401,0.02094,0.076518,-0.0296307,0.102413,0.0750861
1403715354012142848,1.31466,0.679869,1.19372,0.228008,-0.748649,-0.323381,-0.531941,-0.0359284,0.174071,-0.202723,-0.00204396,0.0209392,0.0765158,-0.0296247,0.101749,0.0757944
1403715354062142976,1.31259,0.688571,1.18346,0.230489,-0.750471,-0.32278,-0.52866,-0.0466432,0.17714,-0.202414,-0.00204391,0.0209385,0.0765136,-0.0295201,0.101061,0.0766498
1403715354112143104,1.31006,0.69719,1.1734,0.236493,-0.752724,-0.319715,-0.524652,-0.0513922,0.168112,-0.204378,-0.00204387,0.0209378,0.0765114,-0.0293085,0.100344,0.0776234
1403715354162142976,1.30752,0.70536,1.16331,0.242372,-0.754889,-0.316502,-0.520792,-0.0508433,0.156805,-0.20092,-0.00204384,0.0209372,0.0765092,-0.0290028,0.0995887,0.0786756
1403715354212142848,1.30525,0.712835,1.15313,0.246858,-0.75679,-0.314241,-0.517283,-0.0359584,0.139381,-0.198351,-0.00204384,0.0209367,0.0765071,-0.0286219,0.0988043,0.0797748
1403715354262142976,1.30387,0.719539,1.14348,0.248469,-0.758173,-0.313808,-0.514745,-0.0213123,0.125739,-0.187337,-0.00204384,0.0209362,0.0765049,-0.0281961,0.0980275,0.0808733
1403715354312143104,1.30327,0.725487,1.13455,0.247801,-0.758296,-0.314964,-0.514179,-0.00425112,0.109475,-0.179902,-0.00204386,0.0209358,0.0765028,-0.0277547,0.0973142,0.0819242
1403715354362142976,1.30352,0.73064,1.12554,0.244646,-0.758439,-0.317632,-0.513837,0.0155101,0.0971097,-0.173536,-0.00204391,0.0209354,0.0765007,-0.0273355,0.0967056,0.0828874
1403715354412143104,1.30468,0.735368,1.11677,0.240246,-0.758199,-0.321065,-0.514133,0.0336647,0.0940712,-0.173061,-0.00204398,0.020935,0.0764986,-0.0269903,0.0962362,0.0837459
1403715354462142976,1.30673,0.740027,1.10819,0.236322,-0.757801,-0.324285,-0.514518,0.0465275,0.0907188,-0.175281,-0.0020441,0.0209347,0.0764966,-0.0267784,0.0959204,0.0844885
1403715354512142848,1.30936,0.744675,1.09975,0.233302,-0.757152,-0.326784,-0.51527,0.0573806,0.0945489,-0.164972,-0.00204424,0.0209344,0.0764945,-0.0267492,0.0957687,0.0850896
1403715354562142976,1.31231,0.74946,1.09166,0.232079,-0.756792,-0.3278,-0.515707,0.0583954,0.0979908,-0.150898,-0.00204442,0.0209342,0.0764925,-0.0269392,0.095791,0.0855327
1403715354612143104,1.31542,0.754478,1.08583,0.232332,-0.756262,-0.327588,-0.516503,0.0655954,0.104604,-0.0935462,-0.00204464,0.0209339,0.0764904,-0.0273732,0.0959829,0.0857868
1403715354662142976,1.319,0.759824,1.08237,0.232179,-0.756207,-0.327408,-0.516767,0.0780206,0.107392,-0.0462952,-0.00204488,0.0209337,0.0764884,-0.0280495,0.0963332,0.0858247
1403715354712142848,1.32331,0.765585,1.08205,0.232547,-0.756239,-0.326801,-0.516938,0.0964658,0.119461,0.0291379,-0.00204513,0.0209334,0.0764864,-0.0289297,0.0968337,0.0856276
1403715354762142976,1.32821,0.77144,1.08536,0.232596,-0.756304,-0.326242,-0.517175,0.100728,0.120689,0.104975,-0.00204539,0.0209332,0.0764844,-0.0299507,0.0974796,0.0851904
1403715354812143104,1.33336,0.777529,1.09179,0.233279,-0.756945,-0.325562,-0.516357,0.105699,0.12172,0.15962,-0.00204567,0.0209329,0.0764825,-0.0310335,0.0982504,0.0845057
1403715354862142976,1.33877,0.783583,1.1012,0.232808,-0.756698,-0.325618,-0.516895,0.111873,0.120583,0.214376,-0.00204598,0.0209326,0.0764805,-0.0320971,0.0991145,0.0835849
1403715354912143104,1.34442,0.789937,1.11332,0.236254,-0.756916,-0.323632,-0.51626,0.117851,0.13166,0.262012,-0.00204632,0.0209323,0.0764786,-0.0330766,0.10003,0.0824601
1403715354962142976,1.35033,0.796364,1.12724,0.23937,-0.756773,-0.322144,-0.515966,0.121829,0.125689,0.307462,-0.00204671,0.0209319,0.0764768,-0.0339175,0.100972,0.0811829
1403715355012142848,1.35658,0.802541,1.14255,0.242455,-0.755951,-0.32098,-0.516455,0.128959,0.120315,0.299364,-0.00204714,0.0209315,0.0764751,-0.0345803,0.101928,0.0798156
1403715355062142976,1.36342,0.808415,1.15735,0.243057,-0.755334,-0.321528,-0.516733,0.144417,0.113579,0.292611,-0.00204763,0.0209312,0.0764735,-0.0350465,0.102891,0.0784058
